2025-12-16T07:02:19Z,api-gateway,49.99,0.5,0.27675781250000000000,1.0
2025-12-16T07:02:20Z,user-service,0.00,0.5,0.09510742187500000000,1.0
2025-12-16T07:02:22Z,driver-service,0.01,0.5,0.06947265625000000000,1.0
2025-12-16T07:02:24Z,trip-service,0.25,0.5,0.34687500000000000000,1.0
2025-12-16T07:02:26Z,matching-service,0.47,0.5,0.32792968750000000000,1.0
2025-12-16T07:02:28Z,notification-service,0.17,0.5,0.33525390625000000000,1.0
2025-12-16T07:02:30Z,api-gateway,0.11,0.5,0.27695312500000000000,1.0
2025-12-16T07:02:32Z,user-service,0.00,0.5,0.09516601562500000000,1.0
2025-12-16T07:02:34Z,driver-service,0.01,0.5,0.06947265625000000000,1.0
2025-12-16T07:02:36Z,trip-service,0.20,0.5,0.34677734375000000000,1.0
2025-12-16T07:02:38Z,matching-service,0.32,0.5,0.32783203125000000000,1.0
2025-12-16T07:02:40Z,notification-service,0.16,0.5,0.33525390625000000000,1.0
2025-12-16T07:02:52Z,api-gateway,0.10,0.5,0.27695312500000000000,1.0
2025-12-16T07:02:54Z,user-service,0.01,0.5,0.09516601562500000000,1.0
2025-12-16T07:02:56Z,driver-service,0.00,0.5,0.06947265625000000000,1.0
2025-12-16T07:02:58Z,trip-service,0.19,0.5,0.34677734375000000000,1.0
2025-12-16T07:03:00Z,matching-service,0.34,0.5,0.32958984375000000000,1.0
2025-12-16T07:03:02Z,notification-service,0.20,0.5,0.33525390625000000000,1.0
