2025-12-15T17:02:46Z,api-gateway,125.14,0.5,.22666015625000000000,1.0
2025-12-15T17:02:47Z,user-service,66.14,0.5,.07779296875000000000,1.0
2025-12-15T17:02:49Z,driver-service,0.08,0.5,.05586914062500000000,1.0
2025-12-15T17:02:51Z,trip-service,202.59,0.5,.30654296875000000000,1.0
2025-12-15T17:02:53Z,matching-service,1.28,0.5,.30273437500000000000,1.0
2025-12-15T17:02:55Z,notification-service,0.27,0.5,.32392578125000000000,1.0
2025-12-15T17:02:57Z,api-gateway,0.13,0.5,.24150390625000000000,1.0
2025-12-15T17:02:59Z,user-service,0.01,0.5,.07777343750000000000,1.0
2025-12-15T17:03:01Z,driver-service,0.01,0.5,.05575195312500000000,1.0
2025-12-15T17:03:03Z,trip-service,0.29,0.5,.31220703125000000000,1.0
2025-12-15T17:03:05Z,matching-service,0.61,0.5,.29941406250000000000,1.0
2025-12-15T17:03:07Z,notification-service,0.20,0.5,.32402343750000000000,1.0
2025-12-15T17:03:19Z,api-gateway,0.14,0.5,.24150390625000000000,1.0
2025-12-15T17:03:20Z,user-service,0.01,0.5,.07830078125000000000,1.0
2025-12-15T17:03:22Z,driver-service,0.00,0.5,.05643554687500000000,1.0
2025-12-15T17:03:24Z,trip-service,0.22,0.5,.31220703125000000000,1.0
2025-12-15T17:03:26Z,matching-service,0.53,0.5,.30039062500000000000,1.0
2025-12-15T17:03:28Z,notification-service,0.17,0.5,.32412109375000000000,1.0
